Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Lime Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Brown Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Black Candy Cane (Horizontal)
appliedenergistics2:facade:0, Cable Facade - Cake Block
appliedenergistics2:facade:0, Cable Facade - Red Velvet Cake Block
appliedenergistics2:facade:0, Cable Facade - Chocolate Cake Block
appliedenergistics2:facade:0, Cable Facade - White Icing with Red Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Green Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Pink Dots
appliedenergistics2:facade:0, Cable Facade - White Icing with Orange Dots
appliedenergistics2:facade:0, Cable Facade - Cookie Rocks
appliedenergistics2:facade:0, Cable Facade - Diamond Grit
appliedenergistics2:facade:0, Cable Facade - Gold Grit
appliedenergistics2:facade:0, Cable Facade - Coal Grit
appliedenergistics2:facade:0, Cable Facade - Iron Grit
appliedenergistics2:facade:0, Cable Facade - Emerald Grit
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Log
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Brown Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Crushing Wheels
appliedenergistics2:facade:0, Cable Facade - Slicing Blades
appliedenergistics2:facade:0, Cable Facade - Electrolytic Cell
appliedenergistics2:facade:0, Cable Facade - Heat Vent
appliedenergistics2:facade:0, Cable Facade - Molybdenum Disilicide Coil Block
appliedenergistics2:facade:0, Cable Facade - Secure Maceration Casing
appliedenergistics2:facade:0, Cable Facade - High Temperature Smelting Casing
appliedenergistics2:facade:0, Cable Facade - Large-Scale Assembler Casing
appliedenergistics2:facade:0, Cable Facade - Stress Proof Casing
appliedenergistics2:facade:0, Cable Facade - Corrosion Proof Casing
appliedenergistics2:facade:0, Cable Facade - Vibration-Safe Casing
appliedenergistics2:facade:0, Cable Facade - Watertight Casing
appliedenergistics2:facade:0, Cable Facade - Shock Proof Cutting Casing
appliedenergistics2:facade:0, Cable Facade - Nonconducting Casing
appliedenergistics2:facade:0, Cable Facade - Reaction-Safe Mixing Casing
appliedenergistics2:facade:0, Cable Facade - Laser-Safe Engraving Casing
appliedenergistics2:facade:0, Cable Facade - Atomic Casing
appliedenergistics2:facade:0, Cable Facade - Industrial Steam Casing
appliedenergistics2:facade:0, Cable Facade - Quartz Crucible
appliedenergistics2:facade:0, Cable Facade - Tungsten Crucible
appliedenergistics2:facade:0, Cable Facade - Graphite Crucible
appliedenergistics2:facade:0, Cable Facade - Boron Nitride Crucible
appliedenergistics2:facade:0, Cable Facade - Substrate Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Substrate Casing
appliedenergistics2:facade:0, Cable Facade - Drill Head
appliedenergistics2:facade:0, Cable Facade - Airfoil Chamber
appliedenergistics2:facade:0, Cable Facade - Advanced Airfoil Chamber
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Essence
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Essence
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Essence
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Essence
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Essence
appliedenergistics2:facade:0, Cable Facade - Block of Prosperity
appliedenergistics2:facade:0, Cable Facade - Block of Base Essence
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Soulium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Coal
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Coal
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Coal
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Coal
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Coal
appliedenergistics2:facade:0, Cable Facade - Soulstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Soulstone
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Witherproof Block
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Essence
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Coal
appliedenergistics2:facade:0, Cable Facade - Nether Star Crux
appliedenergistics2:facade:0, Cable Facade - Dragon Egg Crux
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Crux
appliedenergistics2:facade:0, Cable Facade - Neutronium Crux
appliedenergistics2:facade:0, Cable Facade - Topiary Grass
appliedenergistics2:facade:0, Cable Facade - Bluegrass
appliedenergistics2:facade:0, Cable Facade - Autumnal Grass
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Silverbell Wood
appliedenergistics2:facade:0, Cable Facade - Amaranth Wood
appliedenergistics2:facade:0, Cable Facade - Tiger Wood
appliedenergistics2:facade:0, Cable Facade - Willow Wood
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:facade:0, Cable Facade - Hopseed Wood
appliedenergistics2:facade:0, Cable Facade - Sakura Wood
appliedenergistics2:facade:0, Cable Facade - Redwood Bark
appliedenergistics2:facade:0, Cable Facade - Redwood
appliedenergistics2:facade:0, Cable Facade - Redwood Root
appliedenergistics2:facade:0, Cable Facade - Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Silverbell Leaves
appliedenergistics2:facade:0, Cable Facade - Amaranth Leaves
appliedenergistics2:facade:0, Cable Facade - Tiger Leaves
appliedenergistics2:facade:0, Cable Facade - Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Leaves
appliedenergistics2:facade:0, Cable Facade - Hopseed Leaves
appliedenergistics2:facade:0, Cable Facade - Sakura Leaves
appliedenergistics2:facade:0, Cable Facade - Redwood Leaves
appliedenergistics2:facade:0, Cable Facade - Maple Planks
appliedenergistics2:facade:0, Cable Facade - Silverbell Planks
appliedenergistics2:facade:0, Cable Facade - Amaranth Planks
appliedenergistics2:facade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:facade:0, Cable Facade - Willow Planks
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:facade:0, Cable Facade - Hopseed Planks
appliedenergistics2:facade:0, Cable Facade - Sakura Planks
appliedenergistics2:facade:0, Cable Facade - Redwood Planks
appliedenergistics2:facade:0, Cable Facade - Ghostwood
appliedenergistics2:facade:0, Cable Facade - Darkwood
appliedenergistics2:facade:0, Cable Facade - Fusewood
appliedenergistics2:facade:0, Cable Facade - Bloodwood
appliedenergistics2:facade:0, Cable Facade - Bloodwood
appliedenergistics2:facade:0, Cable Facade - Ghostwood Leaves
appliedenergistics2:facade:0, Cable Facade - Blood Leaves
appliedenergistics2:facade:0, Cable Facade - Fusewood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:facade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:facade:0, Cable Facade - Darkwood Planks
appliedenergistics2:facade:0, Cable Facade - Fusewood Planks
